core.externalId,core.name,Parent: Business Term,Parent: Domain,Parent: Subdomain,Parent: System,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.isCDE,com.infa.ccgf.models.governance.FormatDescription,com.infa.ccgf.models.governance.FormatType,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,com.infa.ccgf.models.governance.AliasNames,com.infa.odin.models.custom.ca_8269725092080610514,com.infa.odin.models.custom.ca_5211450685878080937,com.infa.odin.models.custom.ca_5158005540324682982,com.infa.odin.models.custom.ca_810120234191396501,com.infa.odin.models.custom.ca_3640948772104234602,Classifications,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
Instructor-businessterm-174,Ownership Type,,,Party Postal Address | Instructor-subdomain-31,,"insurance statuses, such as lapsed, surrendered, and cancelled, active, expired, etc.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Postal Address/Ownership Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,41166a76-3657-44e8-857f-91bfd448d75c,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/751cf73c-53bf-48ff-b5b8-a45de0ac77e2/41166a76-3657-44e8-857f-91bfd448d75c,CDGC
Instructor-businessterm-106,Issuing Authority,,,Party Alternate Identifier | Instructor-subdomain-14,,Digit or combination of digits which must be dialed before an area or city code.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Alternate Identifier/Issuing Authority,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,421cdc67-31b8-48a6-be48-3ff474afac1f,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/40785fd6-3ff9-44a0-884e-633880603dd2/421cdc67-31b8-48a6-be48-3ff474afac1f,CDGC
BT-60,Gender,,,onlinefood | SDOM-29,,,Published,false,,Text,,,,,,,,,,"",,,,,"","","","",,sqlserver/onlinefood/Gender,Update,"Feb 02, 2025, 11:44:22 AM",Sherin,"Feb 02, 2025, 11:44:22 AM",Sherin,440bada7-e1e4-41ac-9edd-82086a62a4ce,CDGC://572bf61d-5dbe-4041-8b75-a258f2e3d8ea/24358a1b-cb16-4217-9122-b528198aaa2a/440bada7-e1e4-41ac-9edd-82086a62a4ce,CDGC
Instructor-businessterm-86,Demographic Value,,,Party Demography | Instructor-subdomain-8,,"Enrichment source, such as Dun and Bradstreet.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Demography/Demographic Value,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,4411b0b0-1bd2-445c-8372-c59485a114c6,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/38105c34-54bc-4e25-af21-de5f93a61903/4411b0b0-1bd2-445c-8372-c59485a114c6,CDGC
Instructor-businessterm-35,Classification Code,,Classification | Instructor-domain-5,,,Status of the citizenship,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Classification/Classification Code,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,4b42514d-c83c-4593-8768-517e6080fdc2,CDGC://791063f5-18b6-42da-a990-58f7ac40124c/4b42514d-c83c-4593-8768-517e6080fdc2,CDGC
BT-36,ID,,,FF_Customer_SubDomain | SDOM-25,,,Published,true,,Text,,,,ID,,,,,,"",,,vineshv,,"","","","",Assigned,FF_Customer_Domain/FF_Customer_SubDomain/ID,Update,"Jan 10, 2025, 09:52:52 AM",vineshv,"Jan 10, 2025, 09:52:56 AM",vineshv,4c490398-5a59-4dee-b76b-331defba18e2,CDGC://84e56b6d-9758-43c6-87c8-1e7152d01b1c/f8957338-b687-4135-b217-1e24faac0cdb/4c490398-5a59-4dee-b76b-331defba18e2,CDGC
GLOS-1080,GPA Old,,,Sourcing and Assessment | GLOS-916,,The old Grade Point Average (GPA) score of the job candidate.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/GPA Old,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,4c5552aa-f784-4e44-9d44-fad0b0913388,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/4c5552aa-f784-4e44-9d44-fad0b0913388,CDGC
GLOS-1092,Assessment association,,,Sourcing and Assessment | GLOS-916,,The association of an assessment with a specific job role or employee within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Assessment association,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,4fa5aab5-aee9-4cae-bfe0-5dbe297247b0,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/4fa5aab5-aee9-4cae-bfe0-5dbe297247b0,CDGC
Instructor-businessterm-26,Address Validation Status Code,,Postal Address | Instructor-domain-2,,,"Salaried, Hourly, Contract, Commission, Base + Tips",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Address Validation Status Code,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,54cee999-67f2-4905-8b70-74e0bb58ef35,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/54cee999-67f2-4905-8b70-74e0bb58ef35,CDGC
Instructor-businessterm-169,Residential Address Indicator,,,Party Postal Address | Instructor-subdomain-31,,"Financial information about the party might include annual report, equity, annual income, cash flows, profit or loss, dividends, and debt",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Postal Address/Residential Address Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,556fb190-a8e2-49c4-94e9-80f864c9cbea,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/751cf73c-53bf-48ff-b5b8-a45de0ac77e2/556fb190-a8e2-49c4-94e9-80f864c9cbea,CDGC
GLOS-994,Level 1 Type (Picklist Label),,,OD & Manpower Planning | GLOS-918,,"The type or category of Level 1 in the position hierarchy, often based on structure.",Published,true,,Text,Public,,"<p></p>
<p>When a value is selected in Level 1 type, Level 2 type should dynamically update to display only the relevant options that correspond to the selected Level 1 type</p>
<p></p>
<p>This field should only accept values that are predefined for Level 2 Type (Picklist Label)</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 1 Type (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,567a7855-53e1-41ec-b55a-2e51e66d42b2,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/567a7855-53e1-41ec-b55a-2e51e66d42b2,CDGC
Instructor-businessterm-12,County,,Postal Address | Instructor-domain-2,,,Name of the stock exchange that trades the shares.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/County,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,57af6c28-093e-4111-87fd-013a7d737ce4,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/57af6c28-093e-4111-87fd-013a7d737ce4,CDGC
GLOS-1096,Level 6 type,,,Sourcing and Assessment | GLOS-916,,"The type or category of Level 6 in the position hierarchy, often based on structure.",Published,true,,Text,Public,,This field should only accept values that are predefined for Level 6 Type (Picklist Label),,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Level 6 type,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5e2d51d7-ca14-4fbe-a448-9e843b2a3b62,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/5e2d51d7-ca14-4fbe-a448-9e843b2a3b62,CDGC
Instructor-businessterm-79,Benefits Package,,,New_Employee | Instructor-subdomain-5,,"Usage type indicates the normal use, intended use, or purpose of the address, such as primary, secondary, business, work, and personal.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/New_Employee/Benefits Package,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5f16b4ed-5c58-4936-a454-229acdd3de01,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5fcfbcb9-a412-4375-bcf9-37c5dbef0b50/5f16b4ed-5c58-4936-a454-229acdd3de01,CDGC
BT-14,Phone,,,Employee | SDOM-10,,Phone Number of the employee,Published,false,,Text,Confidential,,,phn,,,,,,"",,anfeezas,kaviya,,"","","","",Assigned,AS_Employee/Employee/Phone,Update,"Sep 30, 2024, 07:04:04 AM",anfeezas,"Sep 30, 2024, 07:04:04 AM",anfeezas,5f9388af-fcf7-4892-95f1-3ca5e1179906,CDGC://1a8445ea-a27c-4ba3-b67c-33d8a69074a2/d4e69ffe-61ea-4bc1-a7ff-ec8e896e523b/5f9388af-fcf7-4892-95f1-3ca5e1179906,CDGC
Instructor-businessterm-178,Time Period Description,Time Period | Instructor-businessterm-183,,,,Company that provides the insurance.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Time Period/Time Period Description,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,61b7d6b5-0e69-4134-9df5-1b06b9d395d9,CDGC://07880aa1-66e4-477c-ab32-b7d0eae99380/61b7d6b5-0e69-4134-9df5-1b06b9d395d9,CDGC
Instructor-businessterm-101,Segment Type,,,Party Segment | Instructor-subdomain-12,,Code that Identifies a numbering area within a country or a group of countries.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Segment/Segment Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,63b438e3-37ae-4ffc-868c-bffe843e537b,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/bdf82a47-9bc8-4ec4-b330-161e05694242/63b438e3-37ae-4ffc-868c-bffe843e537b,CDGC
Instructor-businessterm-128,Electronic Address Usage Type,,,Party Electronic Address | Instructor-subdomain-22,,Line 4 of the address.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Electronic Address/Electronic Address Usage Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,63fd3363-ebdb-4741-abef-4d22430a3c23,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7/63fd3363-ebdb-4741-abef-4d22430a3c23,CDGC
BT-75,Phone Num,,,Employees | SDOM-32,,,Published,false,,Number,Confidential,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,B2B_DWH_Sa/Employees/Phone Num,Update,"Mar 03, 2025, 11:45:40 AM",Sanjai,"Mar 03, 2025, 11:45:40 AM",Sanjai,6bbef4b7-8863-4fe3-baa8-bd1834b15381,CDGC://f7f172c4-8f8e-4a44-aa54-119b556f1b5f/a3ea8246-4df7-45e9-a95b-c1d87013e62b/6bbef4b7-8863-4fe3-baa8-bd1834b15381,CDGC
Instructor-businessterm-10,Coordinate System,,Postal Address | Instructor-domain-2,,,"Executive type. For example, executive chairman, non-executive chairman, or chief executive officer.  Key executive types can be CEO, CFO, and senior manager.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Coordinate System,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6d4650bb-bccc-4048-9ae3-79cb871d4aa1,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/6d4650bb-bccc-4048-9ae3-79cb871d4aa1,CDGC
Instructor-businessterm-143,Phone Type,,,Party Phone Communication | Instructor-subdomain-26,,Postal code extension.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/Phone Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6ed2413d-0cc8-4d6d-8a73-131d3dcaf088,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/6ed2413d-0cc8-4d6d-8a73-131d3dcaf088,CDGC
Instructor-businessterm-36,Amount,,Financial Profile | Instructor-domain-6,,,"demographic details, such as ethnicity, income level, gender, profession or age",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Financial Profile/Amount,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6fbe6d4a-60e4-4167-a2bb-708ba8bb4001,CDGC://79eb3936-3be3-44f4-a6b9-376196624a10/6fbe6d4a-60e4-4167-a2bb-708ba8bb4001,CDGC
GLOS-1007,targetFTE,,,OD & Manpower Planning | GLOS-918,,The target Full-Time Equivalent value for the position.,Published,true,,Text,Public,,"This field should only contain values of ""0"" or ""1.""",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/targetFTE,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,70b43b80-8221-446c-bcdc-0127b4e0fc68,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/70b43b80-8221-446c-bcdc-0127b4e0fc68,CDGC
BT-126,CountryName,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,CountryName,Update,"Mar 19, 2025, 11:37:56 AM",AshikaA,"Mar 19, 2025, 11:37:56 AM",AshikaA,717d4948-bb73-47b0-9c9b-92555679326d,CDGC://717d4948-bb73-47b0-9c9b-92555679326d,CDGC
GLOS-952,pay grade label,,,Total Rewards & Talent Management | GLOS-917,,"Name or label assigned to a pay grade, indicating its compensation range.",Published,true,,Text,Public,,"<p>The field should be filled if the employee category has values of ""Employee"" or ""Trainee""</p>
<p>This field should only accept values that are predefined for pay grade label</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/Total Rewards & Talent Management/pay grade label,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,72884afc-c934-47ba-ab40-cfe449e7486c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/0387def2-deb8-4c29-bab3-43dffb836d40/72884afc-c934-47ba-ab40-cfe449e7486c,CDGC
Instructor-businessterm-65,Prefix Name,,,Person | Instructor-subdomain-4,,Actual value of the indicator.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Prefix Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,73ca8444-c026-4e8f-b5a2-10ab82eb8773,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/73ca8444-c026-4e8f-b5a2-10ab82eb8773,CDGC
TERM-5,Person 5,,,,,,Published,true,,Text,Public,,,,Unrestricted,NONE,,,,"",,,john,,"","","","",Assigned,Person 5,Update,"Mar 04, 2025, 11:59:41 AM",john,"Mar 05, 2025, 05:16:30 AM",john,76b653c8-fd3f-48c7-8df8-a298e6584d9b,CDGC://76b653c8-fd3f-48c7-8df8-a298e6584d9b,CDGC
Instructor-businessterm-149,Prefix Number,,,Party Phone Communication | Instructor-subdomain-26,,Enrichment status code that the address verification service returns on validating the postal address.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/Prefix Number,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,79e906a2-1dbe-42e7-a6d0-b9a7a819d3bd,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/79e906a2-1dbe-42e7-a6d0-b9a7a819d3bd,CDGC
TERM-12,Email Address,,,Employee Details | Subdomain-1,,Email Address of the Employee,Published,false,,Text,,,,Email Address,,,,,,"",,anfeezas,,,"","","","",Assigned,AS_HR/Employee Details/Email Address,Update,"Jan 13, 2025, 05:28:32 AM",anfeezas,"Jan 13, 2025, 05:28:32 AM",anfeezas,7aca79e6-1f7d-4495-b9a2-0cf70a3bea13,CDGC://cc017be5-6641-411a-8949-d0f5d2ccda45/3664eeb3-5f92-483e-a55d-71575e4e0c65/7aca79e6-1f7d-4495-b9a2-0cf70a3bea13,CDGC
GLOS-1001,Level 5 (Code),,,OD & Manpower Planning | GLOS-918,,Code representing Level 5 in the position hierarchy or structure.,Published,true,,Text,Public,,Ensure a 1 to 1 mapping with Level 5 (label) and and Level 5 Type (Picklist Label).                                                                                                                     This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 5 (Code),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,7c215e6b-378b-4c66-9658-1afaf9e26475,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/7c215e6b-378b-4c66-9658-1afaf9e26475,CDGC
GLOS-1094,externalName (Label),,,Sourcing and Assessment | GLOS-916,,External name of the position,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/externalName (Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,7f633275-f24c-46c3-9684-f6cf78feb677,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/7f633275-f24c-46c3-9684-f6cf78feb677,CDGC
GLOS-1085,Level of Experience,,,Sourcing and Assessment | GLOS-916,,The level of experience or expertise required for the recruitment in a specific job role within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Level of Experience,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,81f7c966-3f4a-4680-93d0-2d2187fac9c9,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/81f7c966-3f4a-4680-93d0-2d2187fac9c9,CDGC
TERM-7,Person 7,,,,,hi7,Published,true,,Text,Public,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,Person 7,Update,"Mar 04, 2025, 11:59:41 AM",john,"Mar 04, 2025, 11:59:41 AM",john,8332b7ae-bbba-4101-8091-962734747ebe,CDGC://8332b7ae-bbba-4101-8091-962734747ebe,CDGC
GLOS-1073,Gender,,,Hiring & Onboarding | GLOS-915,,This field refers to an employee's gender identity.,Published,true,,Text,Public,,"This field should only accept values of ""Male"" or ""Female""",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Gender,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,8643ad91-441a-485a-8699-d1c4566f8780,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/8643ad91-441a-485a-8699-d1c4566f8780,CDGC
Instructor-businessterm-97,Employer Name,,,Party Employment | Instructor-subdomain-10,,Party phone number.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Employment/Employer Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,880dad1b-193b-4ef2-922c-28d7ec0706ec,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/79407bed-1880-4440-bb5f-cc9dc34298f5/880dad1b-193b-4ef2-922c-28d7ec0706ec,CDGC
GLOS-950,Country of Residence,,,Sourcing and Assessment | GLOS-916,,The country in which the candidate resides.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Country of Residence,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,8bcb368b-9a08-456b-a760-b32fd37152ec,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/8bcb368b-9a08-456b-a760-b32fd37152ec,CDGC
BT-53,emp1_bt,,,,,,Draft,true,,Text,Public,,,,,,,,,"",,,john,,"","","","",Assigned,emp1_bt,Update,"Jan 15, 2025, 06:51:37 AM",beenu,"Mar 05, 2025, 07:21:43 AM",john,8f214cb4-0b77-4297-89bd-7379fd1cac47,CDGC://8f214cb4-0b77-4297-89bd-7379fd1cac47,CDGC
Instructor-businessterm-78,New_Marital Status,,,New_Employee | Instructor-subdomain-5,,"Address type, such as email or URL.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/New_Employee/New_Marital Status,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,8f58a8c3-2486-435c-82ca-ea652b6684a8,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5fcfbcb9-a412-4375-bcf9-37c5dbef0b50/8f58a8c3-2486-435c-82ca-ea652b6684a8,CDGC
GLOS-1060,Position zone,,,Performance Management & Career Development | GLOS-910,,"It refers to the professional level (zone) of the job position, and moving between these professional levels is a form of career development",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/Position zone,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,8ff3fa9d-6d73-4736-b5ab-cf01b94ff58a,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/8ff3fa9d-6d73-4736-b5ab-cf01b94ff58a,CDGC
BT-145,First Name,,,AdvnWorks_Person_SubDomain | SDOM-45,,,Published,false,,Text,Confidential,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",Goutham,,,,"","","","",Assigned,Goutham_AdvnWorks_Domain/AdvnWorks_Person_SubDomain/First Name,Update,"Mar 20, 2025, 01:10:08 PM",Goutham,"Mar 20, 2025, 01:10:13 PM",Goutham,962daa6c-a1ce-4935-a889-2688e4cd8248,CDGC://91e3d7ee-1bbf-468f-942f-82f8d82cae0f/8461515d-0b5d-41c0-9d4d-d81b6b6b64ec/962daa6c-a1ce-4935-a889-2688e4cd8248,CDGC
BT-144,Institution,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Institution,Update,"Mar 19, 2025, 12:26:24 PM",AshikaA,"Mar 19, 2025, 12:26:24 PM",AshikaA,978d4156-29c2-4a0d-90bf-2330d51cf29e,CDGC://978d4156-29c2-4a0d-90bf-2330d51cf29e,CDGC
Instructor-businessterm-24,Address Validate,,Postal Address | Instructor-domain-2,,,"Full time, part time",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Address Validate,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,9dbebf21-1a98-402f-92e7-9c9581387fb6,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/9dbebf21-1a98-402f-92e7-9c9581387fb6,CDGC
BT-101,JG Phone Number,,,SD JG Customer Details | SDOM-42,,A unique numerical identifier assigned to a customer for voice communication. ,Published,true,,Text,Confidential,,,,Unrestricted,NONE,<p>No Street Given</p><p><br></p>,Unrestricted,dummy,"",,,,,"","","","",,D JG Customer Details/SD JG Customer Details/JG Phone Number,Update,"Mar 11, 2025, 10:06:52 AM",Juli,"Mar 11, 2025, 10:06:52 AM",Juli,a2aedb23-4e3d-4536-98bc-01255de50943,CDGC://9473af0a-7c1d-4fea-b910-f544a026cfaf/5ac4eaa4-1bd4-43dc-a8a0-0c8b1cc262c3/a2aedb23-4e3d-4536-98bc-01255de50943,CDGC
